"","X","PID","Date","Time","PosSrc","Latitude","Longitude"
"3014",3014,137125,"Thursday, Month 1, day No.12","5:41:34 PM","GPS",0.0850243566657767,-0.0114251380577173
"3015",3015,137125,"Thursday, Month 1, day No.12","5:42:35 PM","GPS",0.0850143566657735,-0.0114321380577138
"3016",3016,137125,"Thursday, Month 1, day No.12","5:43:40 PM","GPS",0.0849803566657741,-0.0114071380577201
"3017",3017,137125,"Thursday, Month 1, day No.12","5:44:41 PM","GPS",0.0850203566657797,-0.0114261380577148
"3018",3018,137125,"Thursday, Month 1, day No.12","5:45:47 PM","GPS",0.0850003566657733,-0.0114561380577101
"3019",3019,137125,"Thursday, Month 1, day No.12","5:46:49 PM","GPS",0.0849843566657782,-0.0113541380577118
"3020",3020,137125,"Thursday, Month 1, day No.12","5:47:51 PM","GPS",0.08504835666578,-0.0113991380577119
"3021",3021,137125,"Thursday, Month 1, day No.12","5:48:53 PM","GPS",0.0849963566657763,-0.011409138057715
"3022",3022,137125,"Thursday, Month 1, day No.12","5:49:56 PM","GPS",0.0850023566657754,-0.0114291380577072
"3023",3023,137125,"Thursday, Month 1, day No.12","5:50:59 PM","GPS",0.085011356665774,-0.0113941380577103
"3024",3024,137125,"Thursday, Month 1, day No.12","5:52:03 PM","GPS",0.0850183566657776,-0.0113911380577179
"3025",3025,137125,"Thursday, Month 1, day No.12","5:53:08 PM","GPS",0.0849903566657773,-0.0114211380577132
"3026",3026,137125,"Thursday, Month 1, day No.12","5:54:13 PM","GPS",0.0850183566657776,-0.0113941380577103
"3027",3027,137125,"Thursday, Month 1, day No.12","5:55:32 PM","GPS",0.0849953566657788,-0.0114021380577185
"3028",3028,137125,"Thursday, Month 1, day No.12","5:56:35 PM","GPS",0.0849843566657782,-0.0114371380577154
"3029",3029,137125,"Thursday, Month 1, day No.12","5:57:39 PM","GPS",0.0849983566657784,-0.0114181380577065
"3030",3030,137125,"Thursday, Month 1, day No.12","5:58:43 PM","GPS",0.0849963566657763,-0.0114351380577205
"3031",3031,137125,"Thursday, Month 1, day No.12","5:59:48 PM","GPS",0.0849853566657757,-0.0114241380577198
"3032",3032,137125,"Thursday, Month 1, day No.12","6:00:53 PM","GPS",0.0849913566657747,-0.0114271380577122
"3033",3033,137125,"Thursday, Month 1, day No.12","6:01:55 PM","GPS",0.0849923566657793,-0.0114041380577135
"3034",3034,137125,"Thursday, Month 1, day No.12","6:02:58 PM","GPS",0.0849833566657736,-0.0114231380577081
"3035",3035,137125,"Thursday, Month 1, day No.12","6:04:02 PM","GPS",0.0849993566657758,-0.0114271380577122
"3036",3036,137125,"Thursday, Month 1, day No.12","6:05:03 PM","GPS",0.0849823566657761,-0.0114201380577157
"3037",3037,137125,"Thursday, Month 1, day No.12","6:06:07 PM","GPS",0.0850083566657744,-0.0114001380577093
"3038",3038,137125,"Thursday, Month 1, day No.12","6:07:24 PM","GPS",0.0850193566657751,-0.0114171380577091
"3039",3039,137125,"Thursday, Month 1, day No.12","6:08:28 PM","GPS",0.0849833566657736,-0.0114351380577205
"3040",3040,137125,"Thursday, Month 1, day No.12","6:09:31 PM","GPS",0.0850223566657746,-0.011409138057715
"3041",3041,137125,"Thursday, Month 1, day No.12","6:10:33 PM","GPS",0.084970356665778,-0.011372138057709
"3042",3042,137125,"Thursday, Month 1, day No.12","6:11:40 PM","GPS",0.0849893566657798,-0.0114281380577097
"3043",3043,137125,"Thursday, Month 1, day No.12","6:13:16 PM","GPS",0.0849883566657752,-0.0113761380577131
"3044",3044,137125,"Thursday, Month 1, day No.12","6:14:18 PM","GPS",0.0849573566657753,-0.011442138057717
"3045",3045,137125,"Thursday, Month 1, day No.12","6:15:20 PM","GPS",0.0849773566657746,-0.0114231380577081
"3046",3046,137125,"Thursday, Month 1, day No.12","6:16:23 PM","GPS",0.0849593566657774,-0.0114271380577122
"3047",3047,137125,"Thursday, Month 1, day No.12","6:17:31 PM","GPS",0.0849513566657762,-0.0114231380577081
"3048",3048,137125,"Thursday, Month 1, day No.12","6:18:34 PM","GPS",0.0849663566657739,-0.0114061380577084
"3049",3049,137125,"Thursday, Month 1, day No.12","6:19:41 PM","GPS",0.0849693566657734,-0.0114101380577125
"3050",3050,137125,"Thursday, Month 1, day No.12","6:20:41 PM","GPS",0.0849803566657741,-0.0113361380577146
"3051",3051,137125,"Thursday, Month 1, day No.12","6:21:44 PM","GPS",0.0849823566657761,-0.0114221380577106
"3052",3052,137125,"Thursday, Month 1, day No.12","6:22:47 PM","GPS",0.0849763566657771,-0.0114191380577182
"3053",3053,137125,"Thursday, Month 1, day No.12","6:23:50 PM","GPS",0.0849793566657766,-0.0114161380577116
"3054",3054,137125,"Thursday, Month 1, day No.12","6:24:52 PM","GPS",0.0849773566657746,-0.0114241380577198
"3055",3055,137125,"Thursday, Month 1, day No.12","6:25:57 PM","GPS",0.0849813566657787,-0.011370138057714
"3056",3056,137125,"Thursday, Month 1, day No.12","6:27:00 PM","GPS",0.0849993566657758,-0.0113741380577181
"3057",3057,137125,"Thursday, Month 1, day No.12","6:28:06 PM","GPS",0.084972356665773,-0.011409138057715
"3058",3058,137125,"Thursday, Month 1, day No.12","6:29:11 PM","GPS",0.0849753566657796,-0.0113851380577188
"3059",3059,137125,"Thursday, Month 1, day No.12","6:30:15 PM","GPS",0.0849713566657755,-0.0113841380577071
"3060",3060,137125,"Thursday, Month 1, day No.12","6:31:19 PM","GPS",0.084974356665775,-0.0114181380577065
"3061",3061,137125,"Thursday, Month 1, day No.12","6:32:25 PM","GPS",0.0849763566657771,-0.0114231380577081
"3062",3062,137125,"Thursday, Month 1, day No.12","6:33:29 PM","GPS",0.084968356665776,-0.0114011380577068
"3063",3063,137125,"Thursday, Month 1, day No.12","6:34:32 PM","GPS",0.0849573566657753,-0.0113521380577168
"3064",3064,137125,"Thursday, Month 1, day No.12","6:35:33 PM","GPS",0.084974356665775,-0.0114281380577097
"3065",3065,137125,"Thursday, Month 1, day No.12","6:36:38 PM","GPS",0.0849783566657791,-0.0113871380577137
"3066",3066,137125,"Thursday, Month 1, day No.12","6:37:41 PM","GPS",0.0849853566657757,-0.0113581380577159
"3067",3067,137125,"Thursday, Month 1, day No.12","6:38:46 PM","GPS",0.0849823566657761,-0.0113411380577162
"3068",3068,137125,"Thursday, Month 1, day No.12","6:39:50 PM","GPS",0.0849523566657737,-0.0113831380577096
"3069",3069,137125,"Thursday, Month 1, day No.12","6:40:53 PM","GPS",0.0849763566657771,-0.0113971380577169
"3070",3070,137125,"Thursday, Month 1, day No.12","6:41:56 PM","GPS",0.0849803566657741,-0.0113481380577127
"3071",3071,137125,"Thursday, Month 1, day No.12","6:43:01 PM","GPS",0.0849673566657785,-0.0113271380577089
"3072",3072,137125,"Thursday, Month 1, day No.12","6:44:04 PM","GPS",0.0849593566657774,-0.0114261380577148
"3073",3073,137125,"Thursday, Month 1, day No.12","6:45:07 PM","GPS",0.0849603566657748,-0.0114001380577093
"3074",3074,137125,"Thursday, Month 1, day No.12","6:46:08 PM","GPS",0.0849653566657764,-0.0113191380577149
"3075",3075,137125,"Thursday, Month 1, day No.12","6:47:12 PM","GPS",0.0849883566657752,-0.011294138057707
"3076",3076,137125,"Thursday, Month 1, day No.12","6:48:16 PM","GPS",0.0849693566657734,-0.0113841380577071
"3077",3077,137125,"Thursday, Month 1, day No.12","6:49:21 PM","GPS",0.0849623566657769,-0.0112661380577066
"3078",3078,137125,"Thursday, Month 1, day No.12","6:50:22 PM","GPS",0.0849583566657799,-0.0113801380577172
"3079",3079,137125,"Thursday, Month 1, day No.12","6:51:27 PM","GPS",0.0849793566657766,-0.0113741380577181
"3080",3080,137125,"Thursday, Month 1, day No.12","6:52:33 PM","GPS",0.0849813566657787,-0.0113801380577172
"3081",3081,137125,"Thursday, Month 1, day No.12","6:54:52 PM","GPS",0.085007356665777,-0.0113521380577168
"3082",3082,137125,"Thursday, Month 1, day No.12","6:58:01 PM","GPS",0.0849913566657747,-0.0114241380577198
"3083",3083,137125,"Thursday, Month 1, day No.12","6:59:36 PM","GPS",0.0849863566657731,-0.0113821380577122
"3084",3084,137125,"Thursday, Month 1, day No.12","7:00:55 PM","GPS",0.0849833566657736,-0.0114221380577106
"3085",3085,137125,"Thursday, Month 1, day No.12","7:02:12 PM","GPS",0.085013356665776,-0.0114321380577138
"3086",3086,137125,"Thursday, Month 1, day No.12","7:03:29 PM","GPS",0.0849783566657791,-0.0114361380577179
"3087",3087,137125,"Thursday, Month 1, day No.12","7:04:46 PM","GPS",0.0850053566657749,-0.0114151380577141
"3088",3088,137125,"Thursday, Month 1, day No.12","7:06:03 PM","GPS",0.0850063566657795,-0.0113761380577131
"3089",3089,137125,"Thursday, Month 1, day No.12","7:12:20 PM","GPS",0.0849633566657744,-0.0113871380577137
"3090",3090,137125,"Thursday, Month 1, day No.12","7:13:20 PM","GPS",0.085007356665777,-0.0112661380577066
"3091",3091,137125,"Thursday, Month 1, day No.12","7:14:20 PM","GPS",0.0849983566657784,-0.0112781380577189
"3092",3092,137125,"Thursday, Month 1, day No.12","7:15:23 PM","GPS",0.0849763566657771,-0.0113551380577093
"3093",3093,137125,"Thursday, Month 1, day No.12","7:16:26 PM","GPS",0.0849843566657782,-0.0113481380577127
"3094",3094,137125,"Thursday, Month 1, day No.12","7:17:43 PM","GPS",0.0849883566657752,-0.0113611380577083
"3095",3095,137125,"Thursday, Month 1, day No.12","7:18:46 PM","GPS",0.0849793566657766,-0.0113831380577096
"3096",3096,137125,"Thursday, Month 1, day No.12","7:26:41 PM","GPS",0.0850003566657733,-0.0113401380577187
"3097",3097,137125,"Thursday, Month 1, day No.12","7:38:49 PM","GPS",0.0850313566657732,-0.0114231380577081
"3098",3098,137125,"Thursday, Month 1, day No.12","7:47:49 PM","GPS",0.0850283566657737,-0.0114261380577148
"3099",3099,137125,"Thursday, Month 1, day No.12","8:09:35 PM","GPS",0.085013356665776,-0.0114151380577141
"3100",3100,137125,"Thursday, Month 1, day No.12","8:11:16 PM","GPS",0.0850423566657739,-0.0114541380577151
"3101",3101,137125,"Thursday, Month 1, day No.12","8:20:28 PM","GPS",0.0850493566657775,-0.0114151380577141
"3102",3102,137125,"Thursday, Month 1, day No.12","8:23:05 PM","GPS",0.0850773566657779,-0.0114971380577202
"3103",3103,137125,"Thursday, Month 1, day No.12","8:24:06 PM","GPS",0.0850673566657747,-0.0113611380577083
"3104",3104,137125,"Thursday, Month 1, day No.12","8:25:07 PM","GPS",0.0850273566657762,-0.0114351380577205
"3105",3105,137125,"Thursday, Month 1, day No.12","8:32:00 PM","GPS",0.0849943566657743,-0.0114551380577126
"3106",3106,137125,"Thursday, Month 1, day No.12","8:33:06 PM","GPS",0.0849763566657771,-0.0113421380577137
"3107",3107,137125,"Thursday, Month 1, day No.12","8:34:07 PM","GPS",0.084970356665778,-0.011364138057715
"3108",3108,137125,"Thursday, Month 1, day No.12","8:35:10 PM","GPS",0.084970356665778,-0.0114011380577068
"3109",3109,137125,"Thursday, Month 1, day No.12","8:36:11 PM","GPS",0.0850023566657754,-0.0113551380577093
"3110",3110,137125,"Thursday, Month 1, day No.12","8:37:16 PM","GPS",0.0849793566657766,-0.0113281380577206
"3111",3111,137125,"Thursday, Month 1, day No.12","8:38:52 PM","GPS",0.0849883566657752,-0.0114151380577141
"3112",3112,137125,"Thursday, Month 1, day No.12","8:43:15 PM","GPS",0.0849853566657757,-0.0113861380577163
"3113",3113,137125,"Thursday, Month 1, day No.12","8:44:19 PM","GPS",0.0849873566657777,-0.01136213805772
"3114",3114,137125,"Thursday, Month 1, day No.12","8:46:44 PM","GPS",0.0850003566657733,-0.0113941380577103
"3115",3115,137125,"Thursday, Month 1, day No.12","8:48:01 PM","GPS",0.0849843566657782,-0.0113961380577194
"3116",3116,137125,"Thursday, Month 1, day No.12","8:51:16 PM","GPS",0.0849903566657773,-0.0113801380577172
"3117",3117,137125,"Thursday, Month 1, day No.12","8:53:28 PM","GPS",0.0849933566657768,-0.011409138057715
"3118",3118,137125,"Thursday, Month 1, day No.12","8:55:01 PM","GPS",0.0849803566657741,-0.0114281380577097
"3119",3119,137125,"Thursday, Month 1, day No.12","9:01:20 PM","GPS",0.0849843566657782,-0.0114301380577189
"3120",3120,137125,"Thursday, Month 1, day No.12","9:02:24 PM","GPS",0.0849763566657771,-0.011333138057708
"3121",3121,137125,"Thursday, Month 1, day No.12","9:04:09 PM","GPS",0.0849863566657731,-0.0113421380577137
"3122",3122,137125,"Thursday, Month 1, day No.12","9:06:40 PM","GPS",0.0849753566657796,-0.0113921380577153
"3123",3123,137125,"Thursday, Month 1, day No.12","9:16:19 PM","GPS",0.0849943566657743,-0.0113501380577077
"3124",3124,137125,"Thursday, Month 1, day No.12","9:18:16 PM","GPS",0.0849933566657768,-0.0113791380577197
"3125",3125,137125,"Thursday, Month 1, day No.12","9:21:48 PM","GPS",0.0850013566657779,-0.0113531380577143
"3126",3126,137125,"Thursday, Month 1, day No.12","9:25:52 PM","GPS",0.0849883566657752,-0.0113241380577165
"3127",3127,137125,"Thursday, Month 1, day No.12","9:27:15 PM","GPS",0.0849913566657747,-0.011333138057708
"3128",3128,137125,"Thursday, Month 1, day No.12","9:29:18 PM","GPS",0.0849793566657766,-0.0113481380577127
"3129",3129,137125,"Thursday, Month 1, day No.12","9:33:46 PM","GPS",0.0849823566657761,-0.0113801380577172
"3130",3130,137125,"Thursday, Month 1, day No.12","9:40:21 PM","GPS",0.085007356665777,-0.0113881380577112
"3131",3131,137125,"Thursday, Month 1, day No.12","9:43:03 PM","GPS",0.0849793566657766,-0.0113591380577134
"3132",3132,137125,"Thursday, Month 1, day No.12","9:50:07 PM","GPS",0.0849803566657741,-0.0113041380577101
"3133",3133,137125,"Thursday, Month 1, day No.12","9:51:12 PM","GPS",0.0849913566657747,-0.0113871380577137
"3134",3134,137125,"Thursday, Month 1, day No.12","9:52:29 PM","GPS",0.0849823566657761,-0.0113481380577127
"3135",3135,137125,"Thursday, Month 1, day No.12","9:53:46 PM","GPS",0.0849943566657743,-0.011370138057714
"3136",3136,137125,"Thursday, Month 1, day No.12","9:55:04 PM","GPS",0.0849953566657788,-0.0113181380577174
"3137",3137,137125,"Thursday, Month 1, day No.12","9:56:21 PM","GPS",0.0850103566657765,-0.0113941380577103
"3138",3138,137125,"Thursday, Month 1, day No.12","9:57:38 PM","GPS",0.0850103566657765,-0.0113761380577131
"3139",3139,137125,"Thursday, Month 1, day No.12","9:58:55 PM","GPS",0.0850003566657733,-0.0113661380577099
"3140",3140,137125,"Thursday, Month 1, day No.12","10:00:12 PM","GPS",0.0849963566657763,-0.0113681380577191
"3141",3141,137125,"Thursday, Month 1, day No.12","10:01:30 PM","GPS",0.0850163566657756,-0.011325138057714
"3142",3142,137125,"Thursday, Month 1, day No.12","10:02:47 PM","GPS",0.0849853566657757,-0.011339138057707
"3143",3143,137125,"Thursday, Month 1, day No.12","10:04:04 PM","GPS",0.0850053566657749,-0.0113211380577098
"3144",3144,137125,"Thursday, Month 1, day No.12","10:05:21 PM","GPS",0.0850213566657771,-0.0112821380577088
"3145",3145,137125,"Thursday, Month 1, day No.12","10:06:38 PM","GPS",0.0849733566657775,-0.0113211380577098
"3146",3146,137125,"Thursday, Month 1, day No.12","10:07:55 PM","GPS",0.0850143566657735,-0.0113581380577159
"3147",3147,137125,"Thursday, Month 1, day No.12","10:09:12 PM","GPS",0.0850013566657779,-0.0114071380577201
"3148",3148,137125,"Thursday, Month 1, day No.12","10:10:29 PM","GPS",0.0849883566657752,-0.0113911380577179
"3149",3149,137125,"Thursday, Month 1, day No.12","10:19:35 PM","GPS",0.0849973566657738,-0.011372138057709
"3150",3150,137125,"Thursday, Month 1, day No.12","10:20:40 PM","GPS",0.0849963566657763,-0.0113571380577184
"3151",3151,137125,"Thursday, Month 1, day No.12","10:24:52 PM","GPS",0.0849913566657747,-0.0113481380577127
"3152",3152,137125,"Thursday, Month 1, day No.12","10:26:09 PM","GPS",0.0849893566657798,-0.011339138057707
"3153",3153,137125,"Thursday, Month 1, day No.12","10:27:25 PM","GPS",0.0849983566657784,-0.0113481380577127
"3154",3154,137125,"Thursday, Month 1, day No.12","10:28:30 PM","GPS",0.0850103566657765,-0.011372138057709
"3155",3155,137125,"Thursday, Month 1, day No.12","10:29:30 PM","GPS",0.085046356665778,-0.0113861380577163
"3156",3156,137125,"Thursday, Month 1, day No.12","10:30:31 PM","GPS",0.0849853566657757,-0.0113681380577191
"3157",3157,137125,"Thursday, Month 1, day No.12","10:31:36 PM","GPS",0.0850043566657774,-0.0113601380577109
"3158",3158,137125,"Thursday, Month 1, day No.12","10:32:36 PM","GPS",0.0849663566657739,-0.0113871380577137
"3159",3159,137125,"Thursday, Month 1, day No.12","10:33:36 PM","GPS",0.0849993566657758,-0.0113821380577122
"3160",3160,137125,"Thursday, Month 1, day No.12","10:34:39 PM","GPS",0.0850153566657781,-0.0113901380577204
"3161",3161,137125,"Thursday, Month 1, day No.12","10:35:42 PM","GPS",0.085013356665776,-0.0113541380577118
"3162",3162,137125,"Thursday, Month 1, day No.12","10:39:32 PM","GPS",0.0849883566657752,-0.0114071380577201
"3163",3163,137125,"Thursday, Month 1, day No.12","10:42:25 PM","GPS",0.0850053566657749,-0.0113741380577181
"3164",3164,137125,"Thursday, Month 1, day No.12","10:45:14 PM","GPS",0.0850043566657774,-0.0113651380577124
"3165",3165,137125,"Thursday, Month 1, day No.12","10:48:12 PM","GPS",0.0850053566657749,-0.0113761380577131
"3166",3166,137125,"Thursday, Month 1, day No.12","10:53:21 PM","GPS",0.0849773566657746,-0.0113941380577103
"3167",3167,137125,"Thursday, Month 1, day No.12","10:54:43 PM","GPS",0.085013356665776,-0.0113551380577093
"3168",3168,137125,"Thursday, Month 1, day No.12","10:55:46 PM","GPS",0.085009356665779,-0.0113691380577166
"3169",3169,137125,"Thursday, Month 1, day No.12","10:58:25 PM","GPS",0.084972356665773,-0.0113711380577115
"3170",3170,137125,"Thursday, Month 1, day No.12","11:00:01 PM","GPS",0.0849863566657731,-0.0113551380577093
"3171",3171,137125,"Thursday, Month 1, day No.12","11:01:15 PM","GPS",0.0849693566657734,-0.0114081380577176
"3172",3172,137125,"Thursday, Month 1, day No.12","11:02:15 PM","GPS",0.0849513566657762,-0.0113521380577168
"3173",3173,137125,"Thursday, Month 1, day No.12","11:03:39 PM","GPS",0.0849573566657753,-0.0113611380577083
"3174",3174,137125,"Friday, Month 1, day No.13","12:09:16 AM","GPS",0.0849663566657739,-0.0114961380577085
"3175",3175,137125,"Friday, Month 1, day No.13","1:09:20 AM","GPS",0.0849783566657791,-0.011331138057713
"3176",3176,137125,"Friday, Month 1, day No.13","2:09:24 AM","GPS",0.0850263566657787,-0.0112461380577145
"3177",3177,137125,"Friday, Month 1, day No.13","3:09:28 AM","GPS",0.0849963566657763,-0.0113911380577179
"3178",3178,137125,"Friday, Month 1, day No.13","4:09:32 AM","GPS",0.0849263566657754,-0.0115181380577098
"3179",3179,137125,"Friday, Month 1, day No.13","5:09:36 AM","GPS",0.0849263566657754,-0.0115181380577098
"3180",3180,137125,"Friday, Month 1, day No.13","5:18:31 AM","GPS",0.0849593566657774,-0.0113421380577137
"3181",3181,137125,"Friday, Month 1, day No.13","6:03:13 AM","GPS",0.0849453566657772,-0.011403138057716
"3182",3182,137125,"Friday, Month 1, day No.13","6:04:36 AM","GPS",0.084964356665779,-0.0114221380577106
"3183",3183,137125,"Friday, Month 1, day No.13","6:09:40 AM","GPS",0.0849903566657773,-0.0113801380577172
"3184",3184,137125,"Friday, Month 1, day No.13","6:11:53 AM","GPS",0.0849503566657788,-0.0114001380577093
"3185",3185,137125,"Friday, Month 1, day No.13","6:23:31 AM","GPS",0.0849373566657761,-0.0114401380577078
"3186",3186,137125,"Friday, Month 1, day No.13","6:43:29 AM","GPS",0.0849633566657744,-0.0114181380577065
"3187",3187,137125,"Friday, Month 1, day No.13","6:44:33 AM","GPS",0.0849883566657752,-0.0114011380577068
"3188",3188,137125,"Friday, Month 1, day No.13","6:45:36 AM","GPS",0.0850083566657744,-0.0114131380577192
"3189",3189,137125,"Friday, Month 1, day No.13","6:46:41 AM","GPS",0.0849993566657758,-0.0113481380577127
"3190",3190,137125,"Friday, Month 1, day No.13","6:47:41 AM","GPS",0.0850003566657733,-0.0113611380577083
"3191",3191,137125,"Friday, Month 1, day No.13","6:48:42 AM","GPS",0.0850003566657733,-0.0114081380577176
"3192",3192,137125,"Friday, Month 1, day No.13","6:49:44 AM","GPS",0.08500335666578,-0.0113871380577137
"3193",3193,137125,"Friday, Month 1, day No.13","6:50:46 AM","GPS",0.085013356665776,-0.0113911380577179
"3194",3194,137125,"Friday, Month 1, day No.13","6:51:48 AM","GPS",0.085007356665777,-0.0113711380577115
"3195",3195,137125,"Friday, Month 1, day No.13","6:52:51 AM","GPS",0.0849923566657793,-0.0114081380577176
"3196",3196,137125,"Friday, Month 1, day No.13","6:54:56 AM","GPS",0.0849923566657793,-0.0114411380577195
"3197",3197,137125,"Friday, Month 1, day No.13","6:55:58 AM","GPS",0.0850023566657754,-0.011372138057709
"3198",3198,137125,"Friday, Month 1, day No.13","6:56:58 AM","GPS",0.0850053566657749,-0.0113801380577172
"3199",3199,137125,"Friday, Month 1, day No.13","6:57:59 AM","GPS",0.085013356665776,-0.0114061380577084
"3200",3200,137125,"Friday, Month 1, day No.13","6:59:01 AM","GPS",0.0850153566657781,-0.0114131380577192
"3201",3201,137125,"Friday, Month 1, day No.13","7:00:03 AM","GPS",0.0850163566657756,-0.0114051380577109
"3202",3202,137125,"Friday, Month 1, day No.13","7:01:04 AM","GPS",0.0849483566657767,-0.0113751380577156
"3203",3203,137125,"Friday, Month 1, day No.13","7:02:09 AM","GPS",0.0845203566657773,-0.0136431380577164
"3204",3204,137125,"Friday, Month 1, day No.13","7:03:14 AM","GPS",0.085998356665776,-0.0190611380577081
"3205",3205,137125,"Friday, Month 1, day No.13","7:04:18 AM","GPS",0.0871863566657751,-0.0273711380577168
"3206",3206,137125,"Friday, Month 1, day No.13","7:05:41 AM","GPS",0.0946703566657732,-0.0387761380577132
"3207",3207,137125,"Friday, Month 1, day No.13","7:06:44 AM","GPS",0.0972363566657748,-0.0385231380577125
"3208",3208,137125,"Friday, Month 1, day No.13","7:07:49 AM","GPS",0.0967093566657766,-0.0390651380577083
"3209",3209,137125,"Friday, Month 1, day No.13","7:08:55 AM","GPS",0.0971393566657781,-0.0391641380577141
"3210",3210,137125,"Friday, Month 1, day No.13","7:09:57 AM","GPS",0.0971933566657768,-0.0392261380577139
"3211",3211,137125,"Friday, Month 1, day No.13","7:11:00 AM","GPS",0.0971123566657752,-0.0390851380577146
"3212",3212,137125,"Friday, Month 1, day No.13","7:12:05 AM","GPS",0.0972533566657745,-0.0391001380577194
"3213",3213,137125,"Friday, Month 1, day No.13","7:13:06 AM","GPS",0.0956543566657757,-0.0394751380577105
"3214",3214,137125,"Friday, Month 1, day No.13","7:14:06 AM","GPS",0.0952083566657791,-0.0394251380577089
"3215",3215,137125,"Friday, Month 1, day No.13","7:15:07 AM","GPS",0.0884473566657746,-0.0313761380577091
"3216",3216,137125,"Friday, Month 1, day No.13","7:16:12 AM","GPS",0.0766033566657782,-0.0261841380577152
"3217",3217,137125,"Friday, Month 1, day No.13","7:17:15 AM","GPS",0.0635523566657739,-0.0337031380577173
"3218",3218,137125,"Friday, Month 1, day No.13","7:18:18 AM","GPS",0.0506253566657762,-0.0323161380577091
"3219",3219,137125,"Friday, Month 1, day No.13","7:19:20 AM","GPS",0.036716356665778,-0.0297101380577089
"3220",3220,137125,"Friday, Month 1, day No.13","7:20:22 AM","GPS",0.0218533566657797,-0.0330141380577089
"3221",3221,137125,"Friday, Month 1, day No.13","7:21:31 AM","GPS",0.00524435666577716,-0.0357041380577101
"3222",3222,137125,"Friday, Month 1, day No.13","7:22:33 AM","GPS",-0.00545764333422483,-0.0251621380577092
"3223",3223,137125,"Friday, Month 1, day No.13","7:23:37 AM","GPS",-0.017392643334226,-0.0194421380577126
"3224",3224,137125,"Friday, Month 1, day No.13","7:24:40 AM","GPS",-0.0216286433342248,-0.00695413805770784
"3225",3225,137125,"Friday, Month 1, day No.13","7:25:52 AM","GPS",-0.0387156433342213,0.00223486194228428
"3226",3226,137125,"Friday, Month 1, day No.13","7:26:54 AM","GPS",-0.0510966433342261,0.0071228619422925
"3227",3227,137125,"Friday, Month 1, day No.13","7:28:58 AM","GPS",-0.0690976433342243,0.00708986194229055
"3228",3228,137125,"Friday, Month 1, day No.13","7:29:59 AM","GPS",-0.0781826433342232,0.0129798619422843
"3229",3229,137125,"Friday, Month 1, day No.13","7:31:01 AM","GPS",-0.0880246433342222,0.0106408619422922
"3230",3230,137125,"Friday, Month 1, day No.13","7:32:02 AM","GPS",-0.0945196433342232,0.0101008619422913
"3231",3231,137125,"Friday, Month 1, day No.13","7:33:04 AM","GPS",-0.097099643334225,0.0102608619422853
"3232",3232,137125,"Friday, Month 1, day No.13","7:34:05 AM","GPS",-0.102861643334222,0.0107078619422794
"3233",3233,137125,"Friday, Month 1, day No.13","7:35:12 AM","GPS",-0.103061643334222,0.00455286194228677
"3234",3234,137125,"Friday, Month 1, day No.13","7:37:37 AM","GPS",-0.112280643334223,0.0051078619422924
"3235",3235,137125,"Friday, Month 1, day No.13","7:38:39 AM","GPS",-0.11960464333422,0.0059398619422808
"3236",3236,137125,"Friday, Month 1, day No.13","7:39:42 AM","GPS",-0.124837643334224,0.00624186194228571
"3237",3237,137125,"Friday, Month 1, day No.13","7:40:44 AM","GPS",-0.124561643334225,0.00508086194228952
"3238",3238,137125,"Friday, Month 1, day No.13","7:41:50 AM","GPS",-0.123686643334224,0.00524986194228916
"3239",3239,137125,"Friday, Month 1, day No.13","7:42:56 AM","GPS",-0.124096643334227,0.00565386194229234
"3240",3240,137125,"Friday, Month 1, day No.13","7:44:02 AM","GPS",-0.123540643334223,0.00615086194228809
"3241",3241,137125,"Friday, Month 1, day No.13","7:45:03 AM","GPS",-0.123473643334222,0.00544986194228159
"3242",3242,137125,"Friday, Month 1, day No.13","7:46:06 AM","GPS",-0.123455643334225,0.00590086194227979
"3243",3243,137125,"Friday, Month 1, day No.13","8:05:45 AM","GPS",-0.123546643334222,0.00579086194228751
"3244",3244,137125,"Friday, Month 1, day No.13","8:06:52 AM","GPS",-0.123745643334225,0.00555186194227986
"3245",3245,137125,"Friday, Month 1, day No.13","8:07:57 AM","GPS",-0.123873643334221,0.00556486194228967
"3246",3246,137125,"Friday, Month 1, day No.13","8:10:07 AM","GPS",-0.124157643334222,0.00510986194228735
"3247",3247,137125,"Friday, Month 1, day No.13","8:13:02 AM","GPS",-0.124215643334225,0.00508786194228605
"3248",3248,137125,"Friday, Month 1, day No.13","8:27:13 AM","GPS",-0.12401464333422,0.00524886194229168
"3249",3249,137125,"Friday, Month 1, day No.13","8:42:26 AM","GPS",-0.124223643334226,0.0050858619422911
"3250",3250,137125,"Friday, Month 1, day No.13","9:07:20 AM","GPS",-0.123616643334223,0.00553786194228678
"3251",3251,137125,"Friday, Month 1, day No.13","9:22:21 AM","GPS",-0.123766643334221,0.00532886194228865
"3252",3252,137125,"Friday, Month 1, day No.13","9:28:14 AM","GPS",-0.123595643334227,0.00541486194228469
"3253",3253,137125,"Friday, Month 1, day No.13","9:43:41 AM","GPS",-0.123690643334221,0.00552686194228613
"3254",3254,137125,"Friday, Month 1, day No.13","9:49:07 AM","GPS",-0.123689643334224,0.00552786194228361
"3255",3255,137125,"Friday, Month 1, day No.13","9:55:10 AM","GPS",-0.124147643334226,0.00512286194228295
"3256",3256,137125,"Friday, Month 1, day No.13","9:56:13 AM","GPS",-0.124177643334221,0.0050988619422867
